year,length,budget,rating,mpaa,type,y,genre,length_c,logit
2001,90,6.00E+07,8,PG,Good,1,"Animation, Comedy, Romance",-17.67723881,0.115827708
2004,92,7.50E+07,7.8,PG,Good,1,"Animation, Comedy",-15.67723881,0.023911348
2001,87,6.00E+06,4.9,R,Bad,0,"Comedy, Romance",-20.67723881,-0.017595679
2001,24,15000,3.5,R,Bad,0,Short,-83.67723881,-0.032383437
2001,108,1.00E+06,6.5,R,Good,1,"Comedy, Romance",0.322761194,-0.029949696
2004,123,1.60E+07,8,R,Good,1,"Comedy, Drama",15.32276119,-0.121866057
1998,116,7.00E+07,5.9,R,Bad,0,"Action, Drama",8.322761194,0.269514156
2002,108,7.20E+07,7.1,PG-13,Good,1,Drama,0.322761194,0.102484546
1996,90,1.50E+07,4.7,R,Bad,0,"Action, Drama",-17.67723881,0.219605574
1998,113,2.00E+07,6.8,PG,Good,1,"Comedy, Drama",5.322761194,0.145973983
1998,121,1.70E+07,7.6,R,Good,1,Drama,13.32276119,0.138561572
1997,89,2.80E+07,5,PG,Bad,0,Comedy,-18.67723881,0.208733215
1999,94,6.00E+06,4.7,PG-13,Bad,0,"Comedy, Romance",-13.67723881,0.06838993
2005,124,45500000,8.3,R,Good,1,Action,16.32276119,-0.091970159
2003,86,6.00E+07,6.5,PG,Good,1,Animation,-21.67723881,0.0298421
2003,109,1.00E+07,5.3,R,Bad,0,"Comedy, Drama",1.322761194,-0.093698073
2002,102,5.00E+05,5.7,PG,Bad,0,"Comedy, Drama, Romance",-5.677238806,-0.074177902
1993,90,2.00E+06,7.4,PG-13,Good,1,"Action, Comedy",-17.67723881,0.316463541
1998,91,2.00E+06,6.2,PG-13,Good,1,Action,-16.67723881,0.10149952
1999,107,5.50E+07,8.2,PG-13,Good,1,Drama,-0.677238806,0.1894593
2000,86,1500000,5.4,R,Bad,0,Drama,-21.67723881,0.01427851
2003,89,4.00E+05,3.8,R,Bad,0,"Action, Comedy, Drama",-18.67723881,-0.117417786
2000,106,1.50E+07,5.3,PG-13,Bad,0,Drama,-1.677238806,0.047634357
2004,106,4.00E+07,6.5,PG,Good,1,Action,-1.677238806,-0.062566774
2002,86,1.10E+07,4.7,R,Bad,0,Comedy,-21.67723881,-0.048234465
1998,100,1.00E+06,7.1,R,Good,1,Drama,-7.677238806,0.099028717
2002,92,1.00E+07,4.7,PG-13,Bad,0,Comedy,-15.67723881,-0.050705269
2002,112,5.00E+05,6,R,Bad,0,Drama,4.322761194,-0.074177902
1996,147,4.40E+07,7,R,Good,1,Drama,39.32276119,0.291258874
2003,109,1.20E+07,6.1,R,Good,1,"Drama, Romance",1.322761194,-0.088756466
2004,89,1.00E+07,4.1,PG,Bad,0,Comedy,-18.67723881,-0.136690877
1998,92,5.00E+06,6.4,R,Good,1,"Comedy, Drama",-15.67723881,0.108911931
1998,110,4.00E+07,5.8,PG-13,Bad,0,"Action, Comedy",2.322761194,0.195390052
2000,94,1.80E+07,6.5,PG,Good,1,"Comedy, Romance",-13.67723881,0.055046767
1997,98,1.80E+07,4.5,R,Bad,0,"Comedy, Romance",-9.677238806,0.18402518
1997,120,3.50E+07,6.3,R,Good,1,"Action, Drama",12.32276119,0.226028839
1995,112,7.00E+06,7.4,R,Good,1,"Comedy, Drama",4.322761194,0.24283195
1998,88,2.00E+06,7.2,PG-13,Good,1,"Comedy, Drama",-19.67723881,0.10149952
2000,102,1.00E+07,7.9,R,Good,1,Comedy,-5.677238806,0.03528034
1998,90,1.10E+07,6.2,R,Good,1,"Action, Drama",-17.67723881,0.123736751
2000,89,1.30E+07,4.6,PG,Bad,0,"Comedy, Romance",-18.67723881,0.04269275
2002,99,3.50E+07,5.1,PG,Bad,0,Comedy,-8.677238806,0.011064818
1999,127,3.60E+07,6.7,PG-13,Good,1,Drama,19.32276119,0.142514034
2000,79,7000,4.9,R,Bad,0,Drama,-28.67723881,0.010589601
2001,99,3.00E+06,5.4,R,Bad,0,Comedy,-8.677238806,-0.025008089
2002,99,4.70E+07,6.3,PG-13,Good,1,"Drama, Romance",-8.677238806,0.040714459
1998,98,7.50E+07,5.2,R,Bad,0,Action,-9.677238806,0.281868173
1995,106,1500000,4.8,R,Bad,0,"Comedy, Romance",-1.677238806,0.229242531
2001,97,2.30E+07,5.7,PG-13,Bad,0,"Comedy, Romance",-10.67723881,0.02440798
2005,94,7.40E+07,1.9,PG,Bad,0,"Action, Comedy",-13.67723881,-0.02155226
2000,109,1800000,7.2,PG-13,Good,1,Drama,1.322761194,0.015019751
2004,93,2.00E+05,4.3,PG,Bad,0,Comedy,-14.67723881,-0.160904751
2002,93,1.20E+07,5.1,R,Bad,0,Comedy,-14.67723881,-0.045763662
2001,96,7.00E+06,4,R,Bad,0,Action,-11.67723881,-0.015124875
1997,114,7500000,6.5,R,Good,1,"Comedy, Drama",6.322761194,0.158081744
2004,92,1.60E+07,3.2,R,Bad,0,Comedy,-15.67723881,-0.121866057
1999,81,2.10E+07,7.6,R,Good,1,"Animation, Comedy",-26.67723881,0.105451982
1996,87,8.00E+07,5.2,PG,Bad,0,"Animation, Comedy",-20.67723881,0.380207799
1996,95,2.50E+07,4.5,PG-13,Bad,0,Comedy,-12.67723881,0.244313608
2004,130,8.00E+07,6.7,PG-13,Good,1,"Comedy, Drama, Romance",22.32276119,0.036265365
1999,98,3500000,4.8,R,Bad,0,Drama,-9.677238806,0.062212921
1997,98,4.00E+07,4.6,PG-13,Bad,0,Action,-9.677238806,0.238382856
1995,108,3.50E+07,5.4,R,Bad,0,"Action, Drama",0.322761194,0.312014447
1994,116,2.80E+07,7.1,R,Good,1,Action,8.322761194,0.337711627
1997,121,1.10E+08,3.3,PG-13,Bad,0,"Action, Romance",13.32276119,0.411339098
1999,105,1.00E+06,5.3,R,Bad,0,Drama,-2.677238806,0.056035913
1997,93,2.50E+07,3,PG,Bad,0,Comedy,-14.67723881,0.201320804
2002,94,8.00E+06,6.8,R,Good,1,Drama,-13.67723881,-0.055646876
2002,121,1.39E+08,7.4,PG-13,Good,1,Action,13.32276119,0.268028378
2004,127,2.00E+08,7.9,PG-13,Good,1,Action,19.32276119,0.33276178
2004,90,3.00E+07,6.5,PG,Good,1,"Animation, Comedy",-17.67723881,-0.087274808
1999,110,2.00E+06,7.1,R,Good,1,Drama,2.322761194,0.058506716
2002,106,2800000,6.2,R,Good,1,"Comedy, Drama",-1.677238806,-0.068495054
2001,126,9.20E+07,7,R,Good,1,"Action, Drama",18.32276119,0.194893419
1996,81,1.80E+07,4.5,PG-13,Bad,0,"Action, Comedy",-26.67723881,0.227017984
2002,99,3.90E+07,5.8,PG,Bad,0,"Action, Comedy",-8.677238806,0.020948031
2003,84,3.90E+07,4.7,PG,Bad,0,"Action, Comedy",-23.67723881,-0.022044773
1999,100,4.00E+05,5.6,PG,Bad,0,Drama,-7.677238806,0.054553431
1996,106,4.50E+07,7.3,PG-13,Good,1,Action,-1.677238806,0.293729678
1998,103,5.80E+07,6.3,PG,Good,1,"Action, Drama, Romance",-4.677238806,0.239864514
2002,116,7.00E+07,6.5,PG-13,Good,1,"Action, Drama",8.322761194,0.097542939
1982,116,1.10E+07,7.6,PG,Good,1,Action,8.322761194,0.811621619
1977,125,1.10E+07,8.8,PG,Good,1,Action,17.32276119,1.02658564
1999,133,1.15E+08,6.4,PG,Good,1,Action,25.32276119,0.337707507
2002,120,1.20E+08,7,PG,Good,1,Action,12.32276119,0.221083112
1980,129,1.80E+07,8.8,PG,Good,1,Action,21.32276119,0.914902852
1983,135,32500000,8.1,PG,Good,1,Action,27.32276119,0.821751089
2002,102,5.00E+06,6.2,R,Good,1,Comedy,-5.677238806,-0.063059286
2004,92,1.00E+06,4.6,R,Bad,0,Drama,-15.67723881,-0.158928109
1997,129,9.50E+07,6.7,R,Good,1,Action,21.32276119,0.374277047
2004,101,6.00E+07,6.3,PG-13,Good,1,"Action, Comedy",-6.677238806,-0.013150704
2003,120,2.30E+07,6.1,R,Good,1,Drama,12.32276119,-0.061577628
2004,97,1.60E+07,5.4,R,Bad,0,Drama,-10.67723881,-0.121866057
2003,88,5.00E+05,8.1,R,Good,1,Drama,-19.67723881,-0.117170706
1995,135,3.50E+07,4.6,PG-13,Bad,0,Comedy,27.32276119,0.312014447
2002,82,2.50E+07,4.7,PG-13,Bad,0,"Comedy, Drama",-25.67723881,-0.013643217
2004,126,2.00E+07,6.6,PG-13,Good,1,"Action, Animation, Drama",18.32276119,-0.111982843
1997,97,1.60E+07,2.6,PG-13,Bad,0,Action,-10.67723881,0.179083573
2004,93,9.00E+07,5.3,PG-13,Bad,0,"Comedy, Drama",-14.67723881,0.0609734
1998,124,5.00E+07,6.1,PG-13,Good,1,"Comedy, Drama",16.32276119,0.220098086
1999,103,3.20E+07,6,R,Bad,0,Drama,-4.677238806,0.13263082
2002,91,1500000,6.2,PG,Good,1,Drama,-16.67723881,-0.071707098
1999,95,5.00E+07,5.6,R,Bad,0,"Comedy, Drama, Romance",-12.67723881,0.177105282
1995,145,4.20E+07,6.9,R,Good,1,"Action, Drama",37.32276119,0.329310071
1951,103,1200000,8.3,PG,Good,1,Drama,-4.677238806,2.120184676
1981,106,1.00E+07,6.8,R,Good,1,Comedy,-1.677238806,0.85214362
1996,117,5.00E+07,3.8,R,Bad,0,"Comedy, Drama",9.322761194,0.306083695
1999,81,1.03E+08,6,PG,Bad,0,Comedy,-26.67723881,0.308057866
2002,82,1.20E+08,5.9,PG,Bad,0,Comedy,-25.67723881,0.221083112
2001,84,1.10E+07,5.3,PG-13,Bad,0,Comedy,-23.67723881,-0.005241661
1999,92,250000,5.8,R,Bad,0,Comedy,-15.67723881,0.05418281
1997,106,5.00E+06,7,R,Good,1,"Comedy, Drama",-1.677238806,0.151904735
2002,123,6.80E+07,6.6,PG-13,Good,1,"Action, Drama",15.32276119,0.092601332
2001,105,1.70E+07,4.5,PG-13,Bad,0,"Comedy, Romance",-2.677238806,0.00958316
1999,142,2.20E+07,6.5,R,Good,1,"Drama, Romance",34.32276119,0.107922785
2002,141,5600000,7,PG-13,Good,1,Drama,33.32276119,-0.061576804
2004,100,3.00E+05,7.7,PG-13,Good,1,Documentary,-7.677238806,-0.160657671
2001,100,3.00E+06,6.3,R,Good,1,Comedy,-7.677238806,-0.025008089
1978,151,5.50E+07,7.1,PG,Good,1,Action,43.32276119,1.092308188
1999,81,1.40E+07,4.5,PG-13,Bad,0,Comedy,-26.67723881,0.088156358
1996,125,1.60E+07,6.1,R,Good,1,"Drama, Romance",17.32276119,0.222076377
2004,99,2.70E+07,5.7,R,Bad,0,Drama,-8.677238806,-0.094687219
1999,93,12500000,3.9,R,Bad,0,Action,-14.67723881,0.084450152
2002,108,3.80E+07,5.8,PG-13,Bad,0,"Comedy, Drama, Romance",0.322761194,0.018477228
2001,115,4.00E+07,5.5,PG-13,Bad,0,"Comedy, Drama, Romance",7.322761194,0.066411639
2002,90,4.30E+07,4.7,R,Bad,0,"Comedy, Romance",-17.67723881,0.030831245
2002,89,1.00E+07,3.8,R,Bad,0,"Comedy, Romance",-18.67723881,-0.050705269
2002,85,8500000,4.5,PG-13,Bad,0,Drama,-22.67723881,-0.054411474
1994,101,7.00E+05,7.1,R,Good,1,"Comedy, Drama",-6.677238806,0.270258693
1996,96,2.00E+05,7.6,R,Good,1,"Comedy, Drama",-11.67723881,0.183037683
1999,125,5.00E+06,6.6,R,Good,1,"Action, Romance",17.32276119,0.065919126
1997,118,3.80E+07,6.1,R,Good,1,Action,10.32276119,0.233441249
2001,99,8.00E+07,6.2,R,Good,1,Action,-8.677238806,0.165243778
1971,88,777000,6.5,R,Good,1,Drama,-19.67723881,1.259283442
2002,78,150000,6.3,PG-13,Good,1,"Comedy, Drama, Romance",-29.67723881,-0.075042683
2004,140,12800000,8.5,R,Good,1,"Action, Drama",32.32276119,-0.129772628
2001,109,1.80E+07,6.1,R,Good,1,"Comedy, Drama",1.322761194,0.012053963
1999,139,4.00E+07,7,R,Good,1,Drama,31.32276119,0.152397248
1995,98,6.00E+06,5.1,R,Bad,0,Action,-9.677238806,0.240361147
1995,104,2.50E+07,4.6,R,Bad,0,"Action, Comedy",-3.677238806,0.287306413
2001,94,3300000,4.6,R,Bad,0,Drama,-13.67723881,-0.024266848
1998,83,2.00E+07,3.6,PG,Bad,0,Action,-24.67723881,0.145973983
1999,104,1.00E+06,5.7,R,Bad,0,"Action, Comedy",-3.677238806,0.056035913
1999,117,1.20E+07,6.7,PG,Good,1,"Comedy, Drama",9.322761194,0.083214751
2004,74,1.00E+07,5.6,PG,Bad,0,"Animation, Comedy",-33.67723881,-0.136690877
1999,96,1.30E+07,5,PG-13,Bad,0,Comedy,-11.67723881,0.085685554
2004,98,3.00E+07,7.3,R,Good,1,"Action, Comedy",-9.677238806,-0.087274808
2003,121,7.00E+07,6.2,R,Good,1,"Action, Drama",13.32276119,0.054550135
2002,99,1200000,5.2,R,Bad,0,Drama,-8.677238806,-0.072448339
2004,128,6.00E+07,7.1,PG-13,Good,1,"Comedy, Drama, Romance",20.32276119,-0.013150704
1991,154,1.00E+08,8.2,R,Good,1,"Action, Drama",46.32276119,0.644587889
2003,109,1.75E+08,6.9,R,Good,1,Action,1.322761194,0.313984498
2000,96,1.10E+07,5.6,R,Bad,0,Comedy,-11.67723881,0.037751143
2003,98,9200000,5.9,R,Bad,0,Action,-9.677238806,-0.095674716
2001,86,3.80E+07,5.1,PG-13,Bad,0,Drama,-21.67723881,0.061470032
1995,92,3.30E+07,2.2,PG,Bad,0,Comedy,-15.67723881,0.30707284
1994,110,10500000,6.1,R,Good,1,"Comedy, Drama",2.322761194,0.294472567
1998,134,2.30E+07,7.2,R,Good,1,"Comedy, Romance",26.32276119,0.153386393
1996,108,8.00E+06,4.4,R,Bad,0,"Comedy, Romance",0.322761194,0.20230995
1998,170,5.20E+07,7.2,R,Good,1,"Action, Drama",62.32276119,0.225039693
1995,115,8.00E+06,6.6,R,Good,1,"Drama, Romance",7.322761194,0.245302754
2001,87,2.00E+07,5.1,R,Bad,0,Comedy,-20.67723881,0.01699557
2003,100,1500000,7.1,R,Good,1,Drama,-7.677238806,-0.114699903
2001,104,3.00E+06,7.2,R,Good,1,Drama,-3.677238806,-0.025008089
2000,145,8.00E+07,7.4,PG-13,Good,1,Drama,37.32276119,0.208236582
1999,113,4.80E+07,6.7,R,Good,1,"Comedy, Romance",5.322761194,0.172163675
1999,114,4.80E+07,7.3,R,Good,1,"Action, Comedy, Drama",6.322761194,0.172163675
1999,98,2.00E+07,6,PG-13,Bad,0,"Comedy, Romance",-9.677238806,0.102981178
2004,95,5.70E+07,4.4,PG,Bad,0,"Action, Comedy",-12.67723881,-0.020563115
2002,95,825000,4.5,PG,Bad,0,Drama,-12.67723881,-0.073374891
2002,96,8.00E+07,5.5,PG-13,Bad,0,Action,-11.67723881,0.122250973
1996,149,4.00E+07,6.9,R,Good,1,Drama,41.32276119,0.28137566
2000,97,4.00E+06,6.2,R,Good,1,"Comedy, Drama",-10.67723881,0.020455519
1996,135,4.50E+07,6.2,R,Good,1,"Comedy, Drama, Romance",27.32276119,0.293729678
2000,94,7.50E+07,6.4,PG,Good,1,"Action, Animation",-13.67723881,0.195882565
1997,194,2.00E+08,6.9,PG-13,Good,1,"Drama, Romance",86.32276119,0.63371141
2001,95,1.10E+07,4.7,R,Bad,0,Comedy,-12.67723881,-0.005241661
1997,119,1.10E+08,6.4,PG-13,Good,1,Action,11.32276119,0.411339098
2004,81,4.00E+07,3.2,PG-13,Bad,0,Action,-26.67723881,-0.062566774
2002,103,2.00E+07,4.5,PG-13,Bad,0,"Action, Romance",-4.677238806,-0.025997234
2001,104,9.00E+07,4.5,R,Bad,0,Comedy,-3.677238806,0.189951812
2000,147,4.80E+07,7.8,R,Good,1,Drama,39.32276119,0.129170871
2001,120,4.50E+07,7.3,R,Good,1,Drama,12.32276119,0.078765656
1996,94,3500000,8,R,Good,1,Drama,-13.67723881,0.191191334
2002,95,1.40E+08,6.6,PG,Good,1,"Animation, Drama",-12.67723881,0.270499181
1996,95,1300000,7.1,R,Good,1,"Comedy, Drama",-12.67723881,0.185755566
1997,86,375000,6.9,PG,Good,1,Documentary,-21.67723881,0.140477269
1996,94,8.00E+06,5.4,R,Bad,0,"Action, Drama",-13.67723881,0.20230995
2002,96,1.20E+07,5.8,R,Bad,0,Comedy,-11.67723881,-0.045763662
2003,78,8.00E+06,7.7,PG-13,Good,1,"Animation, Comedy",-29.67723881,-0.09863968
2001,112,5.00E+06,5.7,PG-13,Bad,0,"Comedy, Romance",4.322761194,-0.020066482
2004,95,1.00E+06,4.8,R,Bad,0,Drama,-12.67723881,-0.158928109
1996,108,350000,5.8,R,Bad,0,"Comedy, Drama",0.322761194,0.183408303
2004,162,1.85E+08,7.1,R,Good,1,"Action, Drama, Romance",54.32276119,0.295699729
1998,103,6.00E+07,7.7,PG,Good,1,"Comedy, Drama",-4.677238806,0.244806121
2002,96,1.50E+07,6.5,PG,Good,1,"Drama, Romance",-11.67723881,-0.038351252
1999,102,312000,6.9,PG-13,Good,1,"Comedy, Drama",-5.677238806,0.054336
2002,98,6.00E+07,5.1,PG-13,Bad,0,"Action, Comedy",-9.677238806,0.072834904
1995,129,2.90E+07,7.9,R,Good,1,Drama,21.32276119,0.297189626
1999,111,5.00E+05,7.1,R,Good,1,Drama,3.322761194,0.054800511
1992,135,1.00E+07,6.5,R,Good,1,Drama,27.32276119,0.379222773
2003,97,350000,6,R,Bad,0,Drama,-10.67723881,-0.117541327
1996,113,9.20E+07,5.9,PG-13,Bad,0,"Action, Drama",5.322761194,0.40985744
2001,93,6.00E+06,5.8,R,Bad,0,"Comedy, Romance",-14.67723881,-0.017595679
1997,84,1.00E+06,5.6,NC-17,Bad,0,"Comedy, Drama",-23.67723881,0.142021521
2002,101,6.00E+07,5.8,PG-13,Bad,0,"Comedy, Romance",-6.677238806,0.072834904
1997,125,1.90E+07,6.5,R,Good,1,Drama,17.32276119,0.186495983
2000,116,6.20E+07,6.5,PG-13,Good,1,"Action, Drama",8.322761194,0.16376212
1998,131,6.00E+07,6.1,PG-13,Good,1,"Action, Drama",23.32276119,0.244806121
1972,250,1250000,6.9,NC-17,Good,1,"Drama, Romance",142.3227612,1.217459328
2000,106,7.50E+07,7.1,PG-13,Good,1,Drama,-1.677238806,0.195882565
1995,99,6.00E+07,4.9,R,Bad,0,"Action, Drama",-8.677238806,0.373784534
2000,111,2.50E+07,6.4,R,Good,1,Drama,3.322761194,0.072342391
2003,113,1.80E+07,6.7,PG-13,Good,1,"Comedy, Drama, Romance",5.322761194,-0.073931645
2002,85,2.50E+07,6,PG-13,Bad,0,"Action, Comedy",-22.67723881,-0.013643217
2002,96,2.00E+07,5.6,R,Bad,0,"Action, Drama",-11.67723881,-0.025997234
2002,125,5.00E+07,6.6,R,Good,1,Drama,17.32276119,0.04812687
1997,95,1.00E+06,6.7,R,Good,1,Documentary,-12.67723881,0.142021521
2004,96,1.50E+07,4.8,R,Bad,0,"Action, Comedy, Drama",-11.67723881,-0.12433686
2002,92,3.00E+06,3.8,R,Bad,0,Action,-15.67723881,-0.068000893
1996,124,6.00E+07,5.7,PG-13,Bad,0,"Drama, Romance",16.32276119,0.33079173
2005,118,13200000,7.2,R,Good,1,"Comedy, Drama, Romance",10.32276119,-0.171777111
1998,82,3.00E+05,5.3,R,Bad,0,Drama,-25.67723881,0.097299154
2000,106,225000,6.9,R,Good,1,Drama,-1.677238806,0.011128236
1994,132,2800000,7.6,R,Good,1,Drama,24.32276119,0.27544738
1995,100,1.40E+07,4.4,R,Bad,0,"Comedy, Romance",-7.677238806,0.260127575
1998,106,2.00E+07,5.6,R,Bad,0,Action,-1.677238806,0.145973983
2004,132,1.60E+08,5.4,PG-13,Bad,0,Action,24.32276119,0.233929642
2002,94,6.00E+06,5.8,R,Bad,0,Comedy,-13.67723881,-0.060588483
2001,136,6.80E+07,6.9,R,Good,1,"Drama, Romance",28.32276119,0.135594136
2004,141,2.30E+07,6.1,PG-13,Good,1,"Drama, Romance",33.32276119,-0.104570432
1999,100,1.60E+07,6,R,Bad,0,Drama,-7.677238806,0.093097965
2000,125,3.60E+07,6.4,PG-13,Good,1,"Drama, Romance",17.32276119,0.09952123
2005,87,1.00E+05,2.4,PG-13,Bad,0,Action,-20.67723881,-0.204144636
1998,100,4.00E+06,4.7,R,Bad,0,"Comedy, Romance",-7.677238806,0.106441127
2003,92,1.70E+07,6.8,R,Good,1,Drama,-15.67723881,-0.076402449
2000,124,7.50E+07,5.6,PG-13,Bad,0,Action,16.32276119,0.195882565
1998,100,1.00E+07,5.8,R,Bad,0,Comedy,-7.677238806,0.121265948
1996,90,1.50E+07,5.3,PG-13,Bad,0,Comedy,-17.67723881,0.219605574
2004,108,6.00E+07,6.6,PG-13,Good,1,Drama,0.322761194,-0.013150704
1998,140,1.00E+07,7.8,R,Good,1,"Drama, Romance",32.32276119,0.121265948
1999,90,6.00E+06,7.2,R,Good,1,Drama,-17.67723881,0.06838993
1995,106,3.00E+07,5.3,R,Bad,0,Action,-1.677238806,0.29966043
1997,104,9.00E+07,5.2,PG-13,Bad,0,"Action, Drama",-3.677238806,0.361923029
1997,110,2.00E+06,7.2,R,Good,1,Drama,2.322761194,0.144492325
1997,97,1.50E+07,7,R,Good,1,Comedy,-10.67723881,0.17661277
1996,84,4.00E+06,7.6,R,Good,1,Comedy,-23.67723881,0.192426736
1995,127,1.50E+07,5.1,R,Bad,0,"Comedy, Drama",19.32276119,0.262598378
1998,92,3.00E+06,7.3,PG,Good,1,Comedy,-15.67723881,0.103970324
1995,102,2.00E+07,6.2,PG-13,Good,1,"Drama, Romance",-5.677238806,0.274952395
1999,105,1.40E+07,6.6,R,Good,1,"Drama, Romance",-2.677238806,0.088156358
2002,101,1.10E+07,6.8,PG,Good,1,"Drama, Romance",-6.677238806,-0.048234465
1999,100,4500000,6.9,PG-13,Good,1,Drama,-7.677238806,0.064683725
2004,87,5.60E+07,5.9,PG-13,Bad,0,"Action, Drama",-20.67723881,-0.023033918
1996,86,1.00E+06,6.6,R,Good,1,"Comedy, Drama, Romance",-21.67723881,0.185014325
1956,208,6.00E+06,6.6,PG,Good,1,"Drama, Romance",100.3227612,1.917080512
1997,101,3.50E+07,3.6,PG,Bad,0,Action,-6.677238806,0.226028839
1998,90,2.30E+07,5.5,PG-13,Bad,0,Comedy,-17.67723881,0.153386393
1995,176,1.75E+08,5.4,PG-13,Bad,0,"Action, Drama",68.32276119,0.657926932
2004,101,3.00E+06,6.1,R,Good,1,Drama,-6.677238806,-0.153986502
2002,143,7.50E+07,7.1,R,Good,1,"Action, Drama",35.32276119,0.109896956
2005,90,1.50E+07,5,PG-13,Bad,0,"Comedy, Romance",-17.67723881,-0.167329664
1969,92,43000,5.2,R,Bad,0,Comedy,-15.67723881,1.343455481
2001,103,3.50E+07,4.9,PG-13,Bad,0,"Comedy, Romance",-4.677238806,0.054057622
2002,86,1.20E+07,6.1,R,Good,1,Comedy,-21.67723881,-0.045763662
2004,117,2.60E+07,5.3,PG-13,Bad,0,Comedy,9.322761194,-0.097158022
1997,103,9.00E+06,6.8,R,Good,1,Drama,-4.677238806,0.161787949
1995,88,8.00E+05,7.4,R,Good,1,"Comedy, Drama",-19.67723881,0.227512969
1998,113,8.50E+07,6.3,PG-13,Good,1,"Drama, Romance",5.322761194,0.306576208
2000,130,9.00E+07,6.6,PG-13,Good,1,Drama,22.32276119,0.232944617
2000,104,5.00E+07,5.6,R,Bad,0,Comedy,-3.677238806,0.134112478
2000,127,6.50E+07,6.4,PG-13,Good,1,"Comedy, Romance",19.32276119,0.17117453
2003,105,2.00E+07,5.7,PG,Bad,0,"Comedy, Drama, Romance",-2.677238806,-0.068990039
2001,97,4.50E+07,5,PG-13,Bad,0,Comedy,-10.67723881,0.078765656
2000,94,1.50E+07,5.2,PG-13,Bad,0,"Comedy, Drama, Romance",-13.67723881,0.047634357
2003,85,3.00E+06,7.9,PG,Good,1,Drama,-22.67723881,-0.110993697
2000,120,1.50E+07,6.4,PG-13,Good,1,"Comedy, Drama, Romance",12.32276119,0.047634357
2000,89,1.80E+07,6.2,PG-13,Good,1,"Comedy, Drama",-18.67723881,0.055046767
1998,97,3500000,6.2,R,Good,1,Comedy,-10.67723881,0.105205726
1995,103,1.70E+07,6.5,PG,Good,1,"Comedy, Romance",-4.677238806,0.267539985
2000,82,3.00E+06,4.4,R,Bad,0,"Comedy, Romance",-25.67723881,0.017984715
2002,109,1.60E+07,6.9,PG-13,Good,1,Drama,1.322761194,-0.035880448
1996,129,3.80E+07,6.4,PG-13,Good,1,Drama,21.32276119,0.276434053
2004,98,4.00E+07,4.8,PG-13,Bad,0,Comedy,-9.677238806,-0.062566774
1996,111,1300000,7.4,PG,Good,1,Drama,3.322761194,0.185755566
2002,102,5.00E+05,5.6,PG-13,Bad,0,Drama,-5.677238806,-0.074177902
2004,114,3.00E+07,6.4,PG-13,Good,1,"Drama, Romance",6.322761194,-0.087274808
1998,88,7.00E+06,6,PG,Bad,0,"Comedy, Drama",-19.67723881,0.113853538
1966,93,360000,4.7,R,Bad,0,"Action, Drama",-14.67723881,1.473217138
1960,88,30000,3.8,PG-13,Bad,0,Drama,-19.67723881,1.730358598
2002,85,3.50E+07,4.7,PG,Bad,0,"Animation, Comedy",-22.67723881,0.011064818
1999,107,1.70E+08,4,PG-13,Bad,0,"Action, Comedy",-0.677238806,0.473601698
1968,94,1.00E+06,5.9,R,Bad,0,Drama,-13.67723881,1.388812844
1997,118,1.00E+07,6.9,R,Good,1,Drama,10.32276119,0.164258752
2003,100,2.20E+07,6.2,PG-13,Good,1,"Comedy, Drama",-7.677238806,-0.064048432
2004,98,3.10E+07,6.3,PG-13,Good,1,"Comedy, Drama, Romance",-9.677238806,-0.084804005
2004,95,2.40E+07,5.8,PG-13,Bad,0,"Comedy, Romance",-12.67723881,-0.102099629
1998,97,5500000,5.4,PG-13,Bad,0,Drama,-10.67723881,0.110147332
2002,153,1.15E+08,5.9,R,Bad,0,"Action, Drama",45.32276119,0.208729095
1999,96,3.00E+07,3.7,PG-13,Bad,0,Action,-11.67723881,0.127689213
2002,96,1.10E+07,5.7,R,Bad,0,Drama,-11.67723881,-0.048234465
1998,117,2.50E+07,6.8,PG-13,Good,1,Drama,9.322761194,0.158328
2004,95,1.90E+07,5.4,PG-13,Bad,0,Comedy,-12.67723881,-0.114453646
2000,120,1.50E+07,8.2,PG-13,Good,1,"Action, Romance",12.32276119,0.047634357
2000,92,8.00E+06,5.3,R,Bad,0,"Comedy, Romance",-15.67723881,0.030338733
2000,111,3.50E+07,7.6,R,Good,1,"Comedy, Drama",3.322761194,0.097050426
1998,84,1.30E+07,3.5,R,Bad,0,"Comedy, Romance",-23.67723881,0.128678358
1999,102,6.00E+06,6.2,R,Good,1,"Comedy, Drama, Romance",-5.677238806,0.06838993
2004,118,7500000,6.3,PG,Good,1,"Drama, Romance",10.32276119,-0.142867886
1999,128,1.35E+08,6.3,PG-13,Good,1,Action,20.32276119,0.387123577
2001,103,2.00E+06,5.4,R,Bad,0,Drama,-4.677238806,-0.027478892
1998,121,6.60E+07,6.7,PG-13,Good,1,Action,13.32276119,0.259630942
2000,104,7.50E+07,7.3,PG-13,Good,1,Action,-3.677238806,0.195882565
2003,133,1.10E+08,7.9,PG-13,Good,1,Action,25.32276119,0.153382273
2000,115,2.00E+07,6.3,R,Good,1,Drama,7.322761194,0.059988374
2002,93,3.00E+07,8.1,PG-13,Good,1,"Action, Drama",-14.67723881,-0.0012892
2004,76,6.00E+06,4.3,R,Bad,0,Drama,-31.67723881,-0.146574091
2000,111,1200000,7.8,R,Good,1,Drama,3.322761194,0.013537269
